,match_id,start_time
905,2916357837,1484442562
906,2916408371,1484445534
907,2916414858,1484445896
908,2916481440,1484449317
909,2916492126,1484449829
910,2916496035,1484450014
911,2916500234,1484450215
912,2916542897,1484452220
913,2916552825,1484452675
914,2916567983,1484453366
915,2916584067,1484454083
916,2916670126,1484457637
917,2916674017,1484457783
918,2916680574,1484458030
919,2916745666,1484460422
920,2916790625,1484461988
921,2916825477,1484463142
922,2916844783,1484463785
923,2916939544,1484466742
924,2917034964,1484469584
925,2917087356,1484471147
926,2917131659,1484472470
927,2917275720,1484476841
928,2917409930,1484480667
929,2917594466,1484485435
930,2917751552,1484489377
931,2917886167,1484492986
932,2918040504,1484497676
933,2918452770,1484514921
934,2918525766,1484519715
935,2918594411,1484525077
936,2918636800,1484528495
937,2919101348,1484553693
938,2919120816,1484554509
939,2919166954,1484556371
940,2919196109,1484557556
941,2919197467,1484557609
942,2919267166,1484560398
943,2919290116,1484561308
944,2919299870,1484561689
945,2919373248,1484564483
946,2919438462,1484566738
947,2919575310,1484570959
948,2919624612,1484572378
949,2919690822,1484574242
950,2919752742,1484576015
951,2919864733,1484579318
952,2920162336,1484589788
953,2920394109,1484600663
954,2920479164,1484606213
955,2920512320,1484608726
956,2920564032,1484612854
957,2920590237,1484614854
958,2920643930,1484618628
959,2921100624,1484641523
960,2921155910,1484643727
961,2921213889,1484646002
962,2921234870,1484646838
963,2921289816,1484648944
964,2921306024,1484649551
965,2921367354,1484651717
966,2921409245,1484653113
967,2921454405,1484654543
968,2921569731,1484657919
969,2921572795,1484658008
970,2921697819,1484661451
971,2921829170,1484665221
972,2921929876,1484668356
973,2922190032,1484678073
974,2922251123,1484680796
975,2922370596,1484686945
976,2922416581,1484689804
977,2922515847,1484698264
978,2922552969,1484701716
979,2922949062,1484724562
980,2922992396,1484726423
981,2923026563,1484727840
982,2923084677,1484730198
983,2923096630,1484730682
984,2923135801,1484732246
985,2923172080,1484733707
986,2923213865,1484735335
987,2923256016,1484736912
988,2923325494,1484739365
989,2923349474,1484740144
990,2923409256,1484742022
991,2923486601,1484744292
992,2923493087,1484744480
993,2923506996,1484744871
994,2923611956,1484747830
995,2923617655,1484748000
996,2923621289,1484748105
997,2923635937,1484748521
998,2923759289,1484752149
999,2923848443,1484754996
1000,2923857144,1484755287
1001,2924005211,1484760679
1002,2924097933,1484764487
1003,2924119403,1484765428
1004,2924198842,1484769185
1005,2924202468,1484769363
1006,2924264075,1484772685
1007,2924265161,1484772749
1008,2924280287,1484773648
1009,2924332942,1484777034
1010,2924385917,1484781077
1011,2924439312,1484785601
1012,2924491478,1484789676
1013,2924937917,1484812899
1014,2924940754,1484813014
1015,2925026686,1484816398
1016,2925040060,1484816917
1017,2925051596,1484817366
1018,2925131281,1484820446
1019,2925138185,1484820712
1020,2925167755,1484821824
1021,2925232314,1484824159
1022,2925276431,1484825642
1023,2925322460,1484827113
1024,2925333540,1484827457
1025,2925423805,1484830109
1026,2925450543,1484830859
1027,2925453901,1484830951
1028,2925520486,1484832805
1029,2925547942,1484833564
1030,2925551833,1484833669
1031,2925586167,1484834633
1032,2925586752,1484834649
1033,2925607115,1484835224
1034,2925844346,1484842402
1035,2925925963,1484845244
1036,2925943446,1484845881
1037,2926025514,1484849045
1038,2926106234,1484852543
1039,2926110788,1484852745
1040,2926158006,1484854953
1041,2926389064,1484869833
1042,2926400951,1484870837
1043,2926455152,1484875323
1044,2926496738,1484878428
1045,2926936004,1484900307
1046,2927048047,1484904591
1047,2927129993,1484907723
1048,2927142825,1484908212
1049,2927197348,1484910207
1050,2927229494,1484911330
1051,2927280729,1484913009
1052,2927297006,1484913519
1053,2927313529,1484914030
1054,2927381439,1484916029
1055,2927414304,1484916953
1056,2927421727,1484917156
1057,2927434153,1484917499
1058,2927454818,1484918056
1059,2927564339,1484920990
1060,2927566891,1484921059
1061,2927568928,1484921113
1062,2927599290,1484921915
1063,2927664845,1484923687
1064,2927799177,1484927487
1065,2927955175,1484932335
1066,2928086151,1484936957
1067,2928113988,1484937997
1068,2928296293,1484945935
1069,2928405645,1484952275
1070,2928473511,1484957111
1071,2928515815,1484960088
1072,2928668579,1484969389
1073,2928757677,1484973532
1074,2928899141,1484979684
1075,2928993695,1484983070
1076,2929231317,1484990773
1077,2929339617,1484994278
1078,2929361668,1484994982
1079,2929432154,1484997195
1080,2929457462,1484997970
1081,2929468061,1484998277
1082,2929517920,1484999722
1083,2929607599,1485002197
1084,2929670084,1485003826
1085,2929717752,1485005036
1086,2929750462,1485005864
1087,2929789223,1485006859
1088,2929852059,1485008478
1089,2929911267,1485010009
1090,2929942301,1485010832
1091,2930064797,1485014193
1092,2930094467,1485015030
1093,2930254550,1485019849
1094,2930381790,1485024109
1095,2930456403,1485026842
1096,2930548519,1485030550
1097,2930625813,1485034093
1098,2930970156,1485054408
1099,2931061081,1485058864
1100,2931428817,1485072471
1101,2931450269,1485073136
1102,2931584885,1485077386
1103,2931608337,1485078281
1104,2931616151,1485078514
1105,2931699076,1485081148
1106,2931731104,1485082155
1107,2931766674,1485083231
1108,2931788936,1485083905
1109,2931812218,1485084600
1110,2931830471,1485085133
1111,2931912001,1485087432
1112,2931916981,1485087571
1113,2931948355,1485088403
1114,2931963898,1485088817
1115,2932002833,1485089849
1116,2932024651,1485090440
1117,2932144938,1485093586
1118,2932155442,1485093872
1119,2932162384,1485094052
1120,2932295320,1485097734
1121,2932308541,1485098115
1122,2932445392,1485102353
1123,2932646436,1485109622
1124,2932729903,1485113175
1125,2932903146,1485121529
1126,2933014706,1485129438
1127,2933062805,1485133298
1128,2933092997,1485135564
1129,2933102125,1485136219
1130,2933526360,1485158313
1131,2933553964,1485159423
1132,2933619472,1485162020
1133,2933640537,1485162843
1134,2933686452,1485164631
1135,2933709338,1485165528
1136,2933762291,1485167570
1137,2933791128,1485168659
1138,2933839164,1485170385
1139,2933901980,1485172490
1140,2934025993,1485176278
1141,2934031978,1485176455
1142,2934149414,1485179834
1143,2934192355,1485181091
1144,2934588972,1485194608
1145,2934669503,1485197998
1146,2934765584,1485202610
1147,2934921272,1485212262
1148,2935005988,1485219210
1149,2935045630,1485222370
1150,2935481448,1485245315
1151,2935483337,1485245396
1152,2935558348,1485248387
1153,2935571623,1485248913
1154,2935572184,1485248934
1155,2935664808,1485252559
1156,2935695199,1485253747
1157,2935706515,1485254180
1158,2935809823,1485257934
1159,2935816879,1485258170
1160,2935876382,1485260096
1161,2935878451,1485260161
1162,2935955783,1485262510
1163,2935961782,1485262685
1164,2935963848,1485262743
1165,2936062556,1485265599
1166,2936097094,1485266609
1167,2936225812,1485270425
1168,2936346246,1485274354
1169,2936465377,1485278661
1170,2936538368,1485281569
1171,2936647834,1485286502
1172,2936745223,1485291533
1173,2936751747,1485291916
1174,2936819899,1485296607
1175,2936870375,1485301352
1176,2936909390,1485304936
1177,2936963295,1485309087
1178,2937024598,1485313153
1179,2937395309,1485331445
1180,2937397690,1485331539
1181,2937483886,1485334902
1182,2937493418,1485335267
1183,2937494839,1485335324
1184,2937557810,1485337773
1185,2937622175,1485340256
1186,2937718328,1485343797
1187,2937788528,1485346138
1188,2937890666,1485349223
1189,2937902355,1485349564
1190,2937986860,1485351994
1191,2938015537,1485352826
1192,2938142914,1485356575
1193,2938293176,1485361395
1194,2938352654,1485363486
1195,2938404464,1485365404
1196,2938474954,1485368216
1197,2938479702,1485368412
1198,2938566333,1485372240
1199,2938577299,1485372763
1200,2938678335,1485378223
1201,2938712197,1485380354
1202,2938754915,1485383414
1203,2938797377,1485386888
1204,2938864309,1485392446
1205,2938923627,1485396604
1206,2938963655,1485399063
1207,2939472336,1485421229
1208,2939612856,1485426101
1209,2939790812,1485431892
1210,2939886403,1485434571
1211,2940009921,1485437810
1212,2940214751,1485443139
1213,2940236575,1485443730
1214,2940308182,1485445710
1215,2940356074,1485447079
1216,2940466874,1485450561
1217,2940560214,1485453907
1218,2940610982,1485455959
1219,2940685387,1485459161
1220,2940748308,1485462356
1221,2940911046,1485474026
1222,2940942307,1485476098
1223,2941102313,1485482453
1224,2941206071,1485485943
1225,2942064386,1485504713
1226,2942243776,1485507850
1227,2942859229,1485518266
1228,2943125010,1485522076
1229,2943327840,1485524764
1230,2943687617,1485529435
1231,2944027042,1485534022
1232,2944295702,1485537884
1233,2944582071,1485542504
1234,2944800004,1485547171
1235,2944942953,1485551466
1236,2944989853,1485552599
1237,2945172634,1485557626
1238,2945279574,1485560847
1239,2945437594,1485566462
1240,2945560051,1485569706
1241,2945696544,1485572945
1242,2945698524,1485572983
1243,2945845675,1485576269
1244,2946223813,1485583855
1245,2946512238,1485589257
1246,2946624638,1485591076
1247,2946704619,1485592347
1248,2946870765,1485594959
1249,2947056821,1485597873
1250,2947394682,1485602978
1251,2948348748,1485615954
1252,2948586189,1485619375
1253,2948597701,1485619539
1254,2948857919,1485623546
1255,2948858525,1485623555
1256,2949039476,1485626622
1257,2949101716,1485627736
1258,2949305603,1485631636
1259,2949450596,1485634648
1260,2949488785,1485635446
1261,2949654188,1485639102
1262,2949777215,1485642197
1263,2949911569,1485646207
1264,2950026895,1485650029
1265,2950197847,1485655263
1266,2950387942,1485660256
1267,2950798552,1485669574
1268,2951032146,1485673938
1269,2951193198,1485676749
1270,2951473832,1485681482
1271,2952783140,1485702266
1272,2952988417,1485705715
1273,2953035892,1485706555
1274,2953156595,1485708757
1275,2953327083,1485712086
1276,2953347997,1485712507
1277,2953618214,1485718975
1278,2953803333,1485722799
1279,2953853651,1485723997
1280,2953903812,1485725322
1281,2953936233,1485726252
1282,2954118927,1485732767
1283,2954234982,1485737352
1284,2954354659,1485741584
1285,2954462208,1485744989
1286,2955381860,1485767139
1287,2955566800,1485770812
1288,2956112206,1485780984
1289,2956294105,1485784043
1290,2956564873,1485788736
1291,2956770468,1485792584
1292,2956938261,1485795967
1293,2957038033,1485798096
1294,2957133307,1485800289
1295,2957209631,1485802143
1296,2957264676,1485803545
1297,2957478966,1485808338
1298,2957578833,1485810776
1299,2957662180,1485813348
1300,2957678674,1485813916
1301,2957809939,1485819169
1302,2957925369,1485823849
1303,2958055364,1485828493
1304,2958170109,1485832141
1305,2959054377,1485853912
1306,2959181269,1485856483
1307,2959551058,1485863878
1308,2959790315,1485868170
1309,2960179704,1485875092
1310,2960389310,1485879227
1311,2960605523,1485883953
1312,2960781646,1485888324
1313,2960810098,1485889085
1314,2960936576,1485892541
1315,2961091852,1485895722
1316,2961190336,1485898533
1317,2961299635,1485902586
1318,2961404307,1485907182
1319,2961475540,1485910248
1320,2961672990,1485918448
1321,2962585778,1485940429
1322,2962751729,1485943773
1323,2963908774,1485965054
1324,2964079596,1485968661
1325,2964083756,1485968760
1326,2964206813,1485971666
1327,2964246548,1485972625
1328,2964553821,1485980274
1329,2964687795,1485983642
1330,2964744195,1485985467
1331,2964834126,1485988971
1332,2964933548,1485993422
1333,2965008239,1485996589
1334,2965124730,1486000949
1335,2965243379,1486004907
1336,2966095995,1486026440
1337,2966253607,1486029720
1338,2967565653,1486055416
1339,2967735162,1486059646
1340,2967899663,1486064239
1341,2968086029,1486069224
1342,2968434852,1486083708
1343,2968533243,1486087478
1344,2968747068,1486094474
1345,2968860662,1486097783
1346,2969163445,1486105304
1347,2969276964,1486107880
1348,2969380418,1486110185
1349,2969556489,1486113975
1350,2969820681,1486119666
1351,2969911461,1486121515
1352,2969952642,1486122329
1353,2969962540,1486122517
1354,2969992944,1486123092
1355,2970046500,1486124081
1356,2970083684,1486124762
1357,2970124210,1486125490
1358,2970150124,1486125955
1359,2970232067,1486127390
1360,2970236678,1486127469
1361,2970312122,1486128775
1362,2970315227,1486128827
1363,2970412400,1486130527
1364,2970412970,1486130537
1365,2970416410,1486130597
1366,2970428975,1486130821
1367,2970577447,1486133511
1368,2970643286,1486134749
1369,2970960865,1486141294
1370,2971099287,1486144519
1371,2971447386,1486155660
1372,2971578484,1486159295
1373,2971715011,1486164289
1374,2971807068,1486167898
1375,2971840251,1486169597
1376,2971868734,1486170824
1377,2972095016,1486177928
1378,2972204245,1486180958
1379,2972247365,1486182112
1380,2972367043,1486185172
1381,2972428925,1486186659
1382,2972588106,1486190286
1383,2972634851,1486191313
1384,2972692515,1486192542
1385,2972824737,1486195305
1386,2972978607,1486198453
1387,2973348752,1486205974
1388,2973439013,1486207699
1389,2973472103,1486208325
1390,2973522521,1486209261
1391,2973592207,1486210502
1392,2973632094,1486211210
1393,2973695368,1486212334
1394,2973765086,1486213558
1395,2973783723,1486213880
1396,2973806944,1486214283
1397,2973890575,1486215730
1398,2973894356,1486215799
1399,2973954222,1486216842
1400,2973972955,1486217174
1401,2973982634,1486217351
1402,2974011492,1486217857
1403,2974151846,1486220375
1404,2974171489,1486220740
1405,2974303865,1486223232
1406,2974403760,1486225217
1407,2974542152,1486228128
1408,2974745922,1486232838
1409,2974919250,1486237327
1410,2975046414,1486239974
1411,2975141703,1486242115
1412,2975228026,1486244446
1413,2975288006,1486246347
1414,2975314149,1486247252
1415,2975393954,1486250254
1416,2975454784,1486252646
1417,2975524620,1486255318
1418,2975540941,1486255921
1419,2975595380,1486257822
1420,2975842149,1486265028
1421,2975926730,1486267284
1422,2975961840,1486268202
1423,2976083678,1486271229
1424,2976385447,1486277740
1425,2976463356,1486279301
1426,2976515921,1486280338
1427,2976616668,1486282301
1428,2976674297,1486283423
1429,2977118488,1486292144
1430,2977280066,1486295267
1431,2977712951,1486303157
1432,2977741688,1486303695
1433,2977907901,1486306962
1434,2977942296,1486307676
1435,2978066219,1486310359
1436,2978221218,1486314027
1437,2978346983,1486317284
1438,2978378905,1486318159
1439,2978479212,1486321083
1440,2978764318,1486328406
1441,2978869552,1486331993
1442,2979022392,1486339058
1443,2979097192,1486342571
1444,2979381128,1486353558
1445,2979474191,1486356575
1446,2979737413,1486364349
1447,2979825842,1486366766
1448,2979953656,1486370049
1449,2980043002,1486372225
1450,2980205424,1486376014
1451,2980356827,1486379402
1452,2980876773,1486389543
1453,2980900253,1486390003
1454,2981092405,1486393915
1455,2981100686,1486394094
1456,2981368042,1486400446
1457,2981471982,1486403261
1458,2981603045,1486407169
1459,2981775771,1486415141
1460,2981833288,1486418666
1461,2982142868,1486440361
1462,2982194455,1486443101
1463,2982353761,1486450603
1464,2982462454,1486455055
1465,2982557656,1486458637
1466,2982636382,1486461505
1467,2982735894,1486464990
1468,2982876027,1486469375
1469,2983006157,1486473038
1470,2983105664,1486475735
1471,2983122292,1486476192
1472,2983222528,1486479043
1473,2983258686,1486480130
1474,2983344621,1486482826
1475,2983467479,1486487097
1476,2983570644,1486491018
1477,2983571441,1486491049
1478,2983671569,1486495335
1479,2983681908,1486495808
1480,2983786347,1486501272
1481,2983844150,1486504998
1482,2983931333,1486512047
1483,2983965240,1486515515
1484,2984356176,1486537328
1485,2984415242,1486539735
1486,2984578313,1486545876
1487,2984639741,1486548090
1488,2984658054,1486548742
1489,2984744617,1486551731
1490,2984862241,1486555402
1491,2985126328,1486562678
1492,2985292104,1486567457
1493,2985468097,1486573270
1494,2985537145,1486575829
1495,2986341487,1486623768
1496,2986432328,1486627547
1497,2986537078,1486631588
1498,2986573942,1486632968
1499,2986617948,1486634596
1500,2986663415,1486636248
1501,2986720363,1486638265
1502,2986834561,1486641917
1503,2987084211,1486648845
1504,2987211184,1486652930
1505,2987313759,1486656379
1506,2987413414,1486659781
1507,2987524070,1486664036
1508,2987564175,1486665705
1509,2987642896,1486669284
1510,2987661229,1486670171
1511,2988308823,1486710027
1512,2988397066,1486713460
1513,2988440870,1486715083
1514,2988609800,1486721210
1515,2988689015,1486724006
1516,2988704822,1486724542
1517,2988770596,1486726660
1518,2989101259,1486735410
1519,2989360031,1486742319
1520,2989528495,1486747439
1521,2989649323,1486751655
1522,2989854774,1486760369
1523,2989923124,1486764062
1524,2989983776,1486768610
1525,2990045419,1486773388
1526,2990098074,1486776967
1527,2990246486,1486784727
1528,2990321710,1486788122
1529,2991020827,1486811054
1530,2991134529,1486814286
1531,2991303590,1486818636
1532,2991426553,1486821663
1533,2991445403,1486822123
1534,2991536857,1486824385
1535,2991607520,1486826178
1536,2991714067,1486828978
1537,2991827866,1486832160
1538,2991926227,1486835105
1539,2992074431,1486839993
1540,2992096687,1486840800
1541,2992217489,1486845476
1542,2992254380,1486847085
1543,2992344935,1486851618
1544,2992440348,1486857637
1545,2992490252,1486861008
1546,2992561442,1486865224
1547,2992639541,1486869100
1548,2992692139,1486871525
1549,2993499635,1486897390
1550,2993658332,1486901734
1551,2993854519,1486906761
1552,2993918338,1486908415
1553,2994071101,1486913471
1554,2994154401,1486915881
1555,2994156674,1486915964
1556,2994271170,1486919807
1557,2994272179,1486919839
1558,2994362207,1486923123
1559,2994422358,1486925534
1560,2994454005,1486926905
1561,2994535806,1486930741
1562,2994582204,1486933213
1563,2994598672,1486934166
1564,2994658278,1486938054
1565,2994731712,1486943863
1566,2994783634,1486948117
1567,2995241098,1486973324
1568,2995322168,1486976640
1569,2995329382,1486976923
1570,2995391459,1486979351
1571,2995514811,1486983950
1572,2995599563,1486986821
1573,2995828384,1486993540
1574,2995849940,1486994146
1575,2995873548,1486994822
1576,2995935151,1486996612
1577,2995983959,1486998083
1578,2996063127,1487000604
1579,2996099407,1487001829
1580,2996126655,1487002761
1581,2996187887,1487004962
1582,2996205155,1487005613
1583,2996231157,1487006607
1584,2996284130,1487008708
1585,2996290043,1487008945
1586,2996351487,1487011560
1587,2996369926,1487012391
1588,2996411136,1487014314
1589,2996459060,1487016727
1590,2996481267,1487017923
1591,2996533153,1487020991
1592,2996537252,1487021251
1593,2997158134,1487060066
1594,2997246746,1487063721
1595,2997252770,1487063965
1596,2997361751,1487068342
1597,2997374158,1487068826
1598,2997416827,1487070450
1599,2997475614,1487072572
1600,2997480997,1487072758
1601,2997489989,1487073065
1602,2997703501,1487079612
1603,2997793593,1487082284
1604,2997803884,1487082593
1605,2997866230,1487084504
1606,2997921628,1487086255
1607,2997978208,1487088118
1608,2997982124,1487088247
1609,2998001565,1487088903
1610,2998058077,1487090917
1611,2998172222,1487095269
1612,2998267500,1487099400
1613,2998290810,1487100502
